residentId,displayName,creditTierAtApplication,householdSize,hasPets,syntheticProfileGroundTruth
RES-04240,Morgan Chen,C,2,True,reliable
RES-04241,Kai Lamb,A,2,False,reliable
RES-04242,Alex Bennett,A,2,False,reliable
RES-04243,Avery Chen,C,4,True,reliable
RES-04244,Harper Bennett,B,3,False,reliable
RES-04245,Emerson Griffin,A,5,True,reliable
RES-04246,Hayden Dawson,C,2,True,reliable
RES-04247,Finley Jensen,B,2,True,reliable
RES-04248,Harper Foster,B,4,False,occasionally_late
RES-04249,Emerson Underwood,C,1,True,reliable
RES-04250,Sasha Underwood,C,5,True,reliable
RES-04251,Kendall Lamb,B,3,False,reliable
RES-04252,Finley Zamora,C,5,False,reliable
RES-04253,Riley Alvarez,D,3,True,reliable
RES-04254,Sasha Zamora,C,3,False,reliable
RES-04255,Micah Ibarra,A,2,False,reliable
RES-04256,Jamie Bennett,A,3,True,reliable
RES-04257,Skyler Underwood,B,4,False,reliable
RES-04258,Quinn Ibarra,B,1,True,reliable
RES-04259,Emerson Hayes,C,1,True,reliable
RES-04260,Alex Hayes,B,4,False,reliable
RES-04261,Kai Hayes,B,4,False,degrading
RES-04262,Kai Griffin,D,2,False,reliable
RES-04263,Emerson Underwood,B,5,True,reliable
RES-04264,Hayden Zamora,A,1,False,reliable
RES-04265,Noel Lamb,B,1,True,degrading
RES-04266,Hayden Quintero,A,2,False,reliable
RES-04267,Morgan Lamb,C,4,True,reliable
RES-04268,Taylor Mercer,B,1,False,reliable
RES-04269,Casey Quintero,D,3,False,reliable
RES-04270,Devon Alvarez,B,3,True,reliable
RES-04271,Quinn Jensen,C,2,True,reliable
RES-04272,Marley Chen,C,1,True,severe
RES-04273,Harper Zamora,B,3,False,reliable
RES-04274,Kai Novak,B,5,True,reliable
RES-04275,Rowan Ibarra,C,1,True,reliable
RES-04276,Skyler Park,B,2,True,reliable
RES-04277,Kendall Reyes,B,3,False,reliable
RES-04278,Morgan Griffin,C,2,True,reliable
RES-04279,Finley Sandoval,B,4,False,degrading
RES-04280,Skyler Foster,B,3,False,reliable
RES-04281,Sasha Yates,C,1,False,reliable
RES-04282,Avery Keller,B,4,False,reliable
RES-04283,Reese Keller,C,2,False,reliable
RES-04284,Devon Keller,A,2,True,reliable
RES-04285,Hayden Reyes,C,3,True,reliable
RES-04286,Quinn Osei,B,3,True,reliable
RES-04287,Kai Whitfield,B,2,False,reliable
RES-04288,Emerson Dawson,A,2,True,reliable
RES-04289,Finley Zamora,C,3,False,reliable
RES-04290,Devon Whitfield,B,2,True,severe
RES-04291,Quinn Griffin,C,2,False,reliable
RES-04292,Micah Keller,C,2,False,occasionally_late
RES-04293,Kai Foster,D,4,False,reliable
RES-04294,Taylor Sandoval,C,4,False,reliable
RES-04295,Rowan Dawson,A,2,False,degrading
RES-04296,Marley Dawson,C,1,True,reliable
RES-04297,Riley Reyes,B,1,False,reliable
RES-04298,Morgan Mercer,B,1,True,reliable
RES-04299,Casey Novak,C,4,True,reliable
RES-04300,Avery Underwood,C,2,True,reliable
RES-04301,Quinn Jensen,C,2,False,reliable
RES-04302,Jordan Park,A,3,False,reliable
RES-04303,Marley Chen,C,2,False,reliable
RES-04304,Sasha Quintero,A,2,True,reliable
RES-04305,Jamie Reyes,D,5,False,reliable
RES-04306,Riley Alvarez,A,3,False,reliable
RES-04307,Sasha Reyes,B,2,False,reliable
RES-04308,Noel Jensen,B,2,False,reliable
RES-04309,Riley Dawson,D,2,True,reliable
RES-04310,Jamie Foster,A,3,True,reliable
RES-04311,Reese Underwood,B,2,True,reliable
RES-04312,Marley Mercer,B,3,True,reliable
RES-04313,Emerson Osei,B,2,True,degrading
RES-04314,Sasha Ibarra,D,2,False,reliable
RES-04315,Quinn Griffin,C,2,True,reliable
RES-04316,Sasha Bennett,A,5,False,reliable
RES-04317,Reese Dawson,B,4,False,reliable
RES-04318,Lane Osei,B,5,False,degrading
RES-04319,Hayden Ibarra,C,2,True,reliable
RES-04320,Reese Hayes,B,3,False,degrading
RES-04321,Payton Chen,B,3,True,reliable
RES-04322,Kendall Yates,B,4,False,reliable
RES-04323,Reese Sandoval,D,4,False,reliable
RES-04324,Taylor Sandoval,D,5,True,reliable
RES-04325,Riley Keller,C,3,True,reliable
RES-04326,Elliot Zamora,B,3,False,reliable
RES-04327,Quinn Lamb,A,2,True,occasionally_late
RES-04328,Sasha Sandoval,B,3,True,occasionally_late
RES-04329,Finley Mercer,A,5,False,reliable
RES-04330,Taylor Jensen,D,4,False,reliable
RES-04331,Hayden Underwood,C,1,False,reliable
RES-04332,Avery Park,B,2,False,reliable
RES-04333,Morgan Lamb,B,5,True,reliable
RES-04334,Devon Mercer,B,5,False,degrading
RES-04335,Micah Reyes,A,1,True,reliable
RES-04336,Rowan Ellis,B,3,False,reliable
RES-04337,Avery Ibarra,A,4,False,degrading
RES-04338,Kendall Quintero,B,4,True,reliable
RES-04339,Sasha Sandoval,B,3,False,reliable
RES-04340,Lane Ibarra,A,2,True,reliable
RES-04341,Casey Reyes,C,2,True,reliable
RES-04342,Hayden Hayes,C,4,False,reliable
RES-04343,Quinn Tran,B,2,True,reliable
RES-04344,Lane Vargas,B,4,False,reliable
RES-04345,Reese Chen,D,3,True,occasionally_late
RES-04346,Sasha Park,D,3,False,reliable
RES-04347,Micah Yates,A,3,True,reliable
RES-04348,Avery Ibarra,B,4,False,reliable
RES-04349,Jordan Quintero,B,2,False,reliable
RES-04350,Kai Park,B,4,False,reliable
RES-04351,Jamie Park,B,5,False,reliable
RES-04352,Riley Bennett,B,4,True,reliable
RES-04353,Jamie Yates,A,3,False,degrading
RES-04354,Emerson Hayes,B,3,False,reliable
RES-04355,Taylor Zamora,A,5,True,reliable
RES-04356,Marley Jensen,A,3,False,reliable
RES-04357,Alex Zamora,B,2,True,reliable
RES-04358,Kendall Park,B,3,True,reliable
RES-04359,Morgan Griffin,C,2,False,reliable
RES-04360,Skyler Zamora,C,4,False,reliable
RES-04361,Elliot Dawson,D,3,False,degrading
RES-04362,Casey Sandoval,C,3,True,degrading
RES-04363,Casey Osei,C,2,False,reliable
RES-04364,Quinn Chen,C,3,False,occasionally_late
RES-04365,Jordan Novak,B,2,False,occasionally_late
RES-04366,Morgan Park,D,1,True,reliable
RES-04367,Micah Hayes,B,2,True,occasionally_late
RES-04368,Alex Dawson,C,5,False,reliable
RES-04369,Rowan Ibarra,A,3,False,reliable
RES-04370,Noel Underwood,D,3,True,reliable
RES-04371,Hayden Ibarra,D,5,False,reliable
RES-04372,Rowan Osei,C,2,True,severe
RES-04373,Quinn Yates,A,3,False,reliable
RES-04374,Quinn Tran,A,2,False,severe
RES-04375,Taylor Reyes,A,3,True,reliable
RES-04376,Jordan Ellis,A,5,False,reliable
RES-04377,Riley Vargas,B,1,False,reliable
RES-04378,Hayden Quintero,B,4,True,reliable
RES-04379,Hayden Griffin,B,3,True,reliable
RES-04380,Jordan Zamora,A,4,False,degrading
RES-04381,Lane Foster,C,1,True,reliable
RES-04382,Kai Bennett,D,3,False,reliable
RES-04383,Devon Zamora,A,2,True,reliable
RES-04384,Hayden Mercer,C,2,False,reliable
RES-04385,Jordan Sandoval,A,3,False,reliable
RES-04386,Hayden Zamora,D,2,False,reliable
RES-04387,Kai Yates,D,3,False,reliable
RES-04388,Kai Chen,B,1,False,reliable
RES-04389,Riley Jensen,B,3,False,reliable
RES-04390,Payton Chen,D,2,False,reliable
RES-04391,Kai Zamora,B,3,True,reliable
RES-04392,Riley Osei,B,3,False,occasionally_late
RES-04393,Harper Dawson,C,5,False,reliable
RES-04394,Micah Griffin,B,1,True,reliable
RES-04395,Kendall Dawson,D,4,True,reliable
RES-04396,Taylor Novak,A,2,False,reliable
RES-04397,Marley Ellis,A,2,True,occasionally_late
RES-04398,Harper Jensen,C,1,False,reliable
RES-04399,Jordan Hayes,B,2,False,reliable
RES-04400,Sasha Novak,A,4,False,reliable
RES-04401,Lane Chen,B,5,False,reliable
RES-04402,Morgan Whitfield,D,5,True,occasionally_late
RES-04403,Morgan Reyes,A,3,False,reliable
RES-04404,Emerson Yates,B,5,False,reliable
RES-04405,Elliot Jensen,C,2,False,reliable
RES-04406,Reese Griffin,B,3,True,reliable
RES-04407,Emerson Jensen,B,2,False,degrading
RES-04408,Marley Ibarra,A,3,False,reliable
RES-04409,Skyler Novak,B,1,False,reliable
RES-04410,Riley Novak,B,3,True,reliable
RES-04411,Reese Zamora,B,3,False,reliable
RES-04412,Jamie Yates,B,2,False,reliable
RES-04413,Micah Yates,B,1,False,reliable
RES-04414,Jamie Tran,B,5,False,reliable
RES-04415,Harper Hayes,B,2,False,reliable
RES-04416,Elliot Chen,A,3,True,reliable
RES-04417,Logan Lamb,C,1,False,reliable
RES-04418,Jordan Hayes,A,3,True,reliable
RES-04419,Harper Sandoval,C,4,False,reliable
RES-04420,Kendall Alvarez,A,3,True,reliable
RES-04421,Morgan Zamora,A,1,False,occasionally_late
RES-04422,Reese Vargas,B,1,True,reliable
RES-04423,Casey Chen,B,4,True,reliable
RES-04424,Finley Alvarez,D,1,True,reliable
RES-04425,Avery Griffin,D,3,False,reliable
RES-04426,Rowan Tran,B,3,True,reliable
RES-04427,Elliot Park,C,3,True,reliable
RES-04428,Skyler Ibarra,A,2,False,reliable
RES-04429,Marley Foster,B,3,False,occasionally_late
RES-04430,Riley Novak,A,4,True,degrading
RES-04431,Jordan Keller,D,3,False,reliable
RES-04432,Marley Ibarra,A,3,True,reliable
RES-04433,Rowan Quintero,A,4,False,reliable
RES-04434,Morgan Griffin,C,4,False,reliable
RES-04435,Jamie Hayes,A,2,True,reliable
RES-04436,Jordan Keller,B,1,False,reliable
RES-04437,Casey Osei,D,3,False,reliable
RES-04438,Lane Quintero,B,2,True,reliable
RES-04439,Emerson Lamb,C,4,False,reliable
RES-04440,Rowan Novak,D,3,True,reliable
RES-04441,Avery Tran,A,4,True,occasionally_late
RES-04442,Jamie Hayes,C,2,False,reliable
RES-04443,Logan Foster,C,2,True,reliable
RES-04444,Elliot Tran,B,1,True,reliable
RES-04445,Finley Zamora,B,3,False,reliable
RES-04446,Taylor Sandoval,B,5,False,reliable
RES-04447,Elliot Vargas,C,4,False,reliable
RES-04448,Devon Mercer,C,2,True,reliable
RES-04449,Quinn Reyes,A,2,False,reliable
RES-04450,Emerson Zamora,A,3,True,reliable
RES-04451,Morgan Bennett,A,2,False,reliable
RES-04452,Riley Osei,B,3,False,reliable
RES-04453,Kai Ibarra,B,4,True,reliable
RES-04454,Taylor Osei,B,2,False,reliable
RES-04455,Kendall Quintero,B,2,False,reliable
RES-04456,Finley Vargas,B,4,False,reliable
RES-04457,Avery Whitfield,D,3,False,reliable
RES-04458,Reese Yates,A,3,True,reliable
RES-04459,Devon Quintero,B,3,False,occasionally_late
RES-04460,Reese Whitfield,B,1,True,degrading
RES-04461,Rowan Chen,A,1,False,reliable
RES-04462,Casey Underwood,D,3,True,reliable
RES-04463,Casey Sandoval,B,5,False,reliable
RES-04464,Finley Novak,B,1,False,reliable
RES-04465,Elliot Park,D,5,False,reliable
RES-04466,Finley Zamora,C,2,False,reliable
RES-04467,Payton Tran,B,4,True,reliable
RES-04468,Jordan Quintero,A,3,True,reliable
RES-04469,Devon Keller,A,1,False,degrading
RES-04470,Sasha Yates,A,2,False,occasionally_late
RES-04471,Hayden Griffin,B,2,True,reliable
RES-04472,Skyler Vargas,B,2,False,reliable
RES-04473,Reese Park,C,3,True,reliable
RES-04474,Elliot Vargas,C,2,False,reliable
RES-04475,Finley Park,C,4,True,reliable
RES-04476,Hayden Mercer,D,5,False,reliable
RES-04477,Payton Chen,D,5,False,reliable
RES-04478,Harper Vargas,A,2,False,reliable
RES-04479,Casey Quintero,D,4,True,occasionally_late
RES-04480,Jamie Reyes,B,5,True,reliable
RES-04481,Avery Chen,B,1,False,reliable
RES-04482,Elliot Tran,A,1,False,reliable
RES-04483,Emerson Ellis,D,3,False,degrading
RES-04484,Marley Zamora,B,3,False,reliable
RES-04485,Harper Novak,C,5,False,reliable
RES-04486,Jordan Ellis,C,2,False,reliable
RES-04487,Avery Jensen,B,5,True,reliable
RES-04488,Morgan Park,B,3,False,reliable
RES-04489,Jamie Keller,B,5,False,reliable
RES-04490,Taylor Park,D,5,False,reliable
RES-04491,Casey Mercer,B,2,False,reliable
RES-04492,Emerson Osei,A,5,False,reliable
RES-04493,Hayden Hayes,A,3,True,reliable
RES-04494,Jamie Jensen,C,2,False,reliable
RES-04495,Kendall Tran,B,2,False,reliable
RES-04496,Rowan Quintero,B,2,False,reliable
RES-04497,Skyler Underwood,B,5,True,reliable
RES-04498,Harper Lamb,A,3,False,reliable
RES-04499,Finley Reyes,B,2,True,reliable
RES-04500,Rowan Yates,A,1,True,reliable
RES-04501,Noel Ellis,D,1,False,reliable
RES-04502,Riley Sandoval,C,1,True,reliable
RES-04503,Quinn Whitfield,B,2,False,reliable
RES-04504,Kai Lamb,B,4,True,reliable
RES-04505,Rowan Griffin,B,2,True,degrading
RES-04506,Rowan Hayes,B,3,True,reliable
RES-04507,Elliot Ibarra,B,2,False,degrading
RES-04508,Reese Osei,D,4,False,reliable
RES-04509,Micah Underwood,A,2,False,reliable
RES-04510,Reese Mercer,B,4,False,reliable
RES-04511,Morgan Sandoval,D,2,True,reliable
RES-04512,Kendall Jensen,D,3,True,reliable
RES-04513,Skyler Quintero,D,1,True,reliable
RES-04514,Alex Park,B,3,True,reliable
RES-04515,Skyler Park,A,3,False,reliable
RES-04516,Sasha Dawson,C,3,True,occasionally_late
RES-04517,Morgan Reyes,B,5,False,reliable
RES-04518,Quinn Sandoval,A,3,False,reliable
RES-04519,Elliot Hayes,C,5,False,reliable
RES-04520,Reese Jensen,C,2,True,occasionally_late
RES-04521,Marley Quintero,D,2,True,reliable
RES-04522,Kai Zamora,C,2,False,reliable
RES-04523,Micah Tran,A,2,False,reliable
RES-04524,Emerson Park,B,2,True,reliable
RES-04525,Payton Mercer,C,4,False,reliable
RES-04526,Lane Mercer,A,2,True,reliable
RES-04527,Taylor Whitfield,B,4,False,reliable
RES-04528,Hayden Chen,C,3,False,reliable
RES-04529,Kai Ellis,C,5,True,reliable
RES-04530,Rowan Bennett,D,2,False,degrading
RES-04531,Morgan Keller,D,3,True,reliable
RES-04532,Jamie Quintero,B,2,False,reliable
RES-04533,Finley Ibarra,B,3,True,reliable
RES-04534,Skyler Sandoval,B,2,True,reliable
RES-04535,Jamie Vargas,C,4,True,degrading
RES-04536,Marley Vargas,A,5,True,reliable
RES-04537,Finley Underwood,B,4,True,reliable
RES-04538,Micah Bennett,B,1,False,reliable
RES-04539,Alex Zamora,B,1,False,reliable
RES-04540,Kendall Bennett,B,1,False,reliable
RES-04541,Hayden Hayes,B,2,True,reliable
RES-04542,Noel Lamb,A,2,False,reliable
RES-04543,Devon Vargas,D,3,True,degrading
RES-04544,Logan Zamora,A,4,False,reliable
RES-04545,Logan Sandoval,A,2,False,reliable
RES-04546,Taylor Yates,C,1,True,reliable
RES-04547,Sasha Novak,D,1,False,reliable
RES-04548,Taylor Novak,B,2,False,reliable
RES-04549,Marley Jensen,B,2,False,occasionally_late
RES-04550,Casey Griffin,D,1,True,reliable
RES-04551,Reese Quintero,B,2,True,degrading
RES-04552,Casey Lamb,C,3,False,reliable
RES-04553,Finley Quintero,D,3,True,reliable
RES-04554,Kai Yates,B,4,False,reliable
RES-04555,Noel Sandoval,B,2,False,reliable
RES-04556,Marley Jensen,D,1,True,reliable
RES-04557,Finley Quintero,A,4,True,reliable
RES-04558,Logan Novak,B,3,True,reliable
RES-04559,Finley Osei,A,2,False,reliable
RES-04560,Jamie Zamora,B,2,True,reliable
RES-04561,Finley Jensen,C,1,False,reliable
RES-04562,Casey Yates,C,5,False,reliable
RES-04563,Alex Ellis,A,2,False,reliable
RES-04564,Harper Hayes,D,2,False,reliable
RES-04565,Alex Sandoval,A,3,True,reliable
RES-04566,Alex Sandoval,A,2,True,reliable
RES-04567,Rowan Hayes,B,2,True,reliable
RES-04568,Marley Lamb,D,4,False,reliable
RES-04569,Riley Lamb,D,2,True,degrading
RES-04570,Casey Vargas,B,2,False,degrading
RES-04571,Devon Tran,A,4,False,reliable
RES-04572,Riley Keller,C,3,False,reliable
RES-04573,Kai Sandoval,B,3,False,reliable
RES-04574,Micah Ibarra,D,4,True,degrading
RES-04575,Skyler Quintero,D,2,True,reliable
RES-04576,Taylor Foster,D,3,False,reliable
RES-04577,Avery Yates,B,4,False,reliable
RES-04578,Harper Lamb,C,2,False,reliable
RES-04579,Lane Dawson,A,1,False,occasionally_late
RES-04580,Avery Reyes,B,2,False,reliable
RES-04581,Taylor Reyes,C,1,True,reliable
RES-04582,Marley Sandoval,B,2,False,reliable
RES-04583,Skyler Vargas,B,2,False,reliable
RES-04584,Hayden Zamora,B,1,False,reliable
RES-04585,Noel Griffin,A,2,False,degrading
RES-04586,Sasha Tran,A,2,False,reliable
RES-04587,Lane Vargas,B,3,True,reliable
RES-04588,Reese Park,B,2,False,reliable
RES-04589,Lane Alvarez,C,5,True,reliable
RES-04590,Alex Lamb,B,4,False,reliable
RES-04591,Quinn Dawson,B,1,True,reliable
RES-04592,Morgan Yates,A,5,False,reliable
RES-04593,Elliot Zamora,B,3,True,reliable
RES-04594,Alex Jensen,A,3,False,reliable
RES-04595,Quinn Mercer,B,2,True,reliable
RES-04596,Kendall Bennett,B,2,False,reliable
RES-04597,Noel Zamora,C,5,True,reliable
RES-04598,Devon Alvarez,B,2,False,reliable
RES-04599,Quinn Keller,C,2,True,reliable
RES-04600,Lane Sandoval,C,2,True,reliable
RES-04601,Riley Jensen,D,2,True,degrading
RES-04602,Jamie Bennett,B,2,False,reliable
RES-04603,Devon Ellis,C,1,True,reliable
RES-04604,Noel Mercer,D,1,False,reliable
RES-04605,Emerson Quintero,A,2,False,degrading
RES-04606,Kendall Griffin,C,3,True,reliable
RES-04607,Sasha Alvarez,D,5,False,reliable
RES-04608,Lane Yates,C,3,False,reliable
RES-04609,Elliot Ellis,D,5,True,reliable
RES-04610,Alex Alvarez,C,2,False,reliable
RES-04611,Rowan Mercer,A,2,False,degrading
RES-04612,Logan Novak,C,1,True,degrading
RES-04613,Jamie Sandoval,B,4,True,reliable
RES-04614,Casey Yates,C,2,False,reliable
RES-04615,Devon Chen,A,3,False,degrading
RES-04616,Sasha Griffin,C,2,False,reliable
RES-04617,Reese Yates,B,2,False,reliable
RES-04618,Morgan Vargas,A,2,True,reliable
RES-04619,Alex Osei,A,1,False,occasionally_late
RES-04620,Devon Vargas,B,4,True,reliable
RES-04621,Reese Underwood,A,2,False,reliable
RES-04622,Rowan Zamora,A,3,True,reliable
RES-04623,Harper Park,A,4,True,degrading
RES-04624,Noel Ibarra,C,3,True,reliable
RES-04625,Rowan Chen,D,2,True,reliable
RES-04626,Logan Whitfield,D,2,False,degrading
RES-04627,Rowan Sandoval,B,3,True,occasionally_late
RES-04628,Devon Osei,A,2,True,reliable
RES-04629,Riley Griffin,B,5,True,reliable
RES-04630,Harper Dawson,A,2,True,reliable
RES-04631,Elliot Griffin,A,2,False,reliable
RES-04632,Rowan Mercer,D,1,True,reliable
RES-04633,Riley Vargas,A,3,False,reliable
RES-04634,Jordan Park,C,4,True,reliable
RES-04635,Devon Ellis,D,2,True,reliable
RES-04636,Finley Zamora,A,3,False,reliable
RES-04637,Lane Lamb,C,2,True,occasionally_late
RES-04638,Finley Reyes,C,1,False,reliable
RES-04639,Alex Ellis,B,5,True,reliable
RES-04640,Reese Vargas,B,2,False,reliable
RES-04641,Jamie Ibarra,C,3,True,reliable
RES-04642,Skyler Chen,B,1,False,reliable
RES-04643,Avery Whitfield,A,3,False,reliable
RES-04644,Riley Ellis,A,2,True,degrading
RES-04645,Morgan Dawson,D,1,True,reliable
RES-04646,Jamie Chen,C,3,True,reliable
RES-04647,Taylor Vargas,B,2,True,occasionally_late
RES-04648,Alex Whitfield,D,5,True,reliable
RES-04649,Kendall Foster,B,2,True,degrading
RES-04650,Rowan Chen,A,2,False,reliable
RES-04651,Elliot Lamb,C,2,False,reliable
RES-04652,Devon Chen,B,1,True,reliable
RES-04653,Jamie Ellis,B,3,False,reliable
RES-04654,Jamie Keller,D,5,False,reliable
RES-04655,Micah Foster,B,2,True,reliable
RES-04656,Avery Tran,B,2,True,reliable
RES-04657,Lane Whitfield,A,1,True,reliable
RES-04658,Alex Zamora,C,2,False,reliable
RES-04659,Rowan Underwood,B,2,True,reliable
RES-04660,Hayden Foster,B,2,True,occasionally_late
RES-04661,Casey Novak,B,3,True,reliable
RES-04662,Avery Chen,B,3,False,reliable
RES-04663,Riley Tran,B,3,False,reliable
RES-04664,Kai Ibarra,C,1,True,reliable
RES-04665,Hayden Ibarra,B,4,False,reliable
RES-04666,Jordan Ibarra,B,5,True,reliable
RES-04667,Payton Mercer,B,2,False,reliable
RES-04668,Skyler Alvarez,A,2,False,reliable
RES-04669,Emerson Jensen,B,3,False,reliable
RES-04670,Marley Jensen,B,5,True,reliable
RES-04671,Avery Sandoval,D,3,True,reliable
RES-04672,Kai Foster,B,2,False,degrading
RES-04673,Skyler Dawson,A,2,True,reliable
RES-04674,Quinn Keller,D,1,False,degrading
RES-04675,Avery Yates,C,5,True,reliable
RES-04676,Jordan Novak,A,5,False,reliable
RES-04677,Elliot Alvarez,B,2,False,reliable
RES-04678,Reese Bennett,D,3,True,reliable
RES-04679,Alex Alvarez,A,4,False,reliable
RES-04680,Skyler Keller,B,2,False,degrading
RES-04681,Marley Reyes,B,1,False,degrading
RES-04682,Lane Zamora,B,3,False,reliable
RES-04683,Taylor Ellis,C,4,False,reliable
RES-04684,Marley Tran,C,5,False,reliable
RES-04685,Taylor Mercer,A,2,True,reliable
RES-04686,Marley Novak,A,2,True,reliable
RES-04687,Harper Ibarra,A,1,True,reliable
RES-04688,Logan Novak,C,3,False,reliable
RES-04689,Marley Yates,B,4,True,reliable
RES-04690,Finley Chen,A,2,True,reliable
RES-04691,Sasha Yates,A,5,True,reliable
RES-04692,Elliot Whitfield,D,1,True,reliable
RES-04693,Kendall Bennett,C,3,True,reliable
RES-04694,Rowan Osei,A,3,False,reliable
RES-04695,Marley Hayes,D,2,False,reliable
RES-04696,Jordan Bennett,B,3,True,severe
RES-04697,Finley Ellis,C,3,False,reliable
RES-04698,Emerson Chen,C,2,False,occasionally_late
RES-04699,Alex Tran,D,1,False,degrading
RES-04700,Casey Yates,B,2,False,reliable
RES-04701,Taylor Ibarra,B,2,False,reliable
RES-04702,Riley Foster,C,1,True,reliable
RES-04703,Hayden Mercer,C,1,False,reliable
RES-04704,Skyler Sandoval,A,3,False,reliable
RES-04705,Noel Lamb,B,2,True,reliable
RES-04706,Payton Novak,B,5,True,reliable
RES-04707,Logan Chen,B,2,True,reliable
RES-04708,Morgan Reyes,B,2,False,reliable
RES-04709,Noel Foster,B,1,False,reliable
RES-04710,Emerson Osei,D,3,False,reliable
RES-04711,Quinn Hayes,B,3,False,reliable
RES-04712,Finley Hayes,C,5,True,reliable
RES-04713,Rowan Bennett,C,5,False,occasionally_late
RES-04714,Micah Lamb,A,2,True,reliable
RES-04715,Marley Yates,D,2,False,reliable
RES-04716,Marley Novak,D,3,False,reliable
RES-04717,Emerson Reyes,B,3,True,reliable
RES-04718,Reese Yates,C,4,False,reliable
RES-04719,Devon Yates,C,2,True,degrading
RES-04720,Kendall Reyes,C,3,True,degrading
RES-04721,Finley Park,C,2,True,reliable
RES-04722,Avery Keller,D,4,True,degrading
RES-04723,Logan Keller,B,4,False,reliable
RES-04724,Marley Novak,C,4,False,reliable
RES-04725,Kendall Alvarez,B,5,False,reliable
RES-04726,Jordan Sandoval,D,2,False,reliable
RES-04727,Rowan Lamb,D,1,True,reliable
RES-04728,Devon Bennett,B,3,False,occasionally_late
RES-04729,Emerson Park,B,4,False,reliable
RES-04730,Logan Hayes,D,2,True,reliable
RES-04731,Jamie Ibarra,C,1,True,reliable
RES-04732,Emerson Reyes,A,2,False,reliable
RES-04733,Logan Chen,B,3,True,reliable
RES-04734,Alex Lamb,C,4,True,reliable
RES-04735,Morgan Dawson,B,1,True,reliable
RES-04736,Hayden Ibarra,C,4,True,reliable
RES-04737,Kendall Foster,B,2,True,reliable
RES-04738,Logan Underwood,C,4,True,reliable
RES-04739,Reese Mercer,B,3,False,reliable
RES-04740,Skyler Vargas,B,1,False,reliable
RES-04741,Devon Lamb,C,4,True,reliable
RES-04742,Logan Jensen,B,3,False,reliable
RES-04743,Skyler Foster,A,3,True,reliable
RES-04744,Skyler Quintero,C,5,False,reliable
RES-04745,Harper Whitfield,C,4,False,reliable
RES-04746,Alex Hayes,B,5,False,reliable
RES-04747,Finley Vargas,C,5,False,reliable
RES-04748,Hayden Reyes,B,5,False,reliable
RES-04749,Reese Griffin,B,2,True,reliable
RES-04750,Alex Ibarra,B,3,False,reliable
RES-04751,Noel Osei,A,2,True,degrading
RES-04752,Jamie Osei,C,5,False,reliable
RES-04753,Devon Chen,C,2,True,reliable
RES-04754,Devon Alvarez,B,2,False,reliable
RES-04755,Noel Lamb,A,3,False,reliable
RES-04756,Sasha Park,B,1,False,degrading
RES-04757,Hayden Vargas,B,2,False,reliable
RES-04758,Noel Mercer,C,1,False,reliable
RES-04759,Casey Bennett,B,5,False,reliable
RES-04760,Sasha Hayes,B,4,True,reliable
RES-04761,Micah Lamb,A,4,True,reliable
RES-04762,Reese Reyes,C,5,True,reliable
RES-04763,Avery Chen,C,1,False,reliable
RES-04764,Elliot Hayes,A,2,False,reliable
RES-04765,Kai Reyes,C,5,False,degrading
RES-04766,Quinn Zamora,C,5,False,reliable
RES-04767,Reese Ellis,B,2,False,reliable
RES-04768,Jordan Mercer,D,2,False,reliable
RES-04769,Elliot Sandoval,A,3,False,reliable
RES-04770,Devon Lamb,B,3,True,severe
RES-04771,Skyler Chen,B,3,True,occasionally_late
RES-04772,Logan Yates,A,3,False,degrading
RES-04773,Sasha Whitfield,C,1,False,reliable
RES-04774,Marley Ibarra,B,4,True,reliable
RES-04775,Noel Underwood,B,1,False,reliable
RES-04776,Emerson Foster,A,2,False,reliable
RES-04777,Devon Whitfield,A,2,False,reliable
RES-04778,Lane Sandoval,A,3,False,reliable
RES-04779,Kendall Bennett,B,2,False,occasionally_late
RES-04780,Taylor Keller,A,5,False,degrading
RES-04781,Quinn Lamb,B,2,True,reliable
RES-04782,Alex Underwood,B,1,False,reliable
RES-04783,Micah Park,B,2,False,reliable
RES-04784,Micah Griffin,B,4,False,degrading
RES-04785,Noel Ellis,C,1,False,reliable
RES-04786,Rowan Novak,C,3,False,reliable
RES-04787,Jordan Lamb,B,2,True,reliable
RES-04788,Micah Yates,A,2,True,reliable
RES-04789,Alex Vargas,B,3,False,degrading
RES-04790,Jamie Osei,C,2,False,reliable
RES-04791,Jamie Tran,D,1,False,reliable
RES-04792,Casey Osei,C,3,False,degrading
RES-04793,Lane Lamb,D,1,False,reliable
RES-04794,Taylor Novak,C,2,False,reliable
RES-04795,Kendall Ellis,C,5,False,reliable
RES-04796,Reese Chen,A,1,False,reliable
RES-04797,Devon Underwood,A,3,True,reliable
RES-04798,Avery Underwood,C,3,False,degrading
RES-04799,Casey Chen,B,2,False,reliable
RES-04800,Taylor Alvarez,D,1,False,reliable
RES-04801,Kendall Hayes,B,2,True,reliable
RES-04802,Logan Bennett,A,5,False,reliable
RES-04803,Kai Dawson,C,3,True,degrading
RES-04804,Morgan Whitfield,B,2,False,reliable
RES-04805,Devon Osei,B,1,False,reliable
RES-04806,Sasha Alvarez,B,3,False,reliable
RES-04807,Noel Griffin,B,3,False,reliable
RES-04808,Quinn Sandoval,C,4,False,reliable
RES-04809,Alex Park,D,3,False,degrading
RES-04810,Micah Dawson,B,2,True,reliable
